rank_by_lowest_hf,address,hf,is_hf_below_1,total_debt_usd,collateral_usd,available_borrows_usd,liquidation_threshold,ltv,usdc_debt_events_usd,usdc_debt_share_of_total_debt,is_material_debt_ge_100k
165,0x351c15bbd9a006b799fbf1cab3940426426a9f38,1.0523380852682582,False,5122.10848098,6910.49978386,60.76635691,0.78,0.75,5000.0,0.9761605047153086,False
166,0xde15d2fb8b1111cc243823fe0999f494ddd92ed1,1.0529380532753558,False,7935.60709585,10715.87106714,0.0,0.7797,0.5426,2800.0,0.3528400494354472,False
167,0xeb0d37ae2a3fe07b66cf8df4e51ef385e0ab24c2,1.0545191150548905,False,663.99520706,761.08221538,20.97878678,0.92,0.9,650.346699,0.9794448696091766,False
168,0x2ca96222d0138fb2f0aa7225521677b2f7c217a6,1.0546414781164455,False,0.10492651,0.13956642,0.0,0.7928,0.5567,0.1,0.9530479952111245,False
169,0xf6d6128bda3e16923aec500a8e8c4fd6fd588a75,1.0547620172105372,False,881918.75391135,1192582.56909146,12518.17290724,0.78,0.75,770686.867191,0.8738751316637372,True
170,0xc9003eb18755671491d3ce21022d4805921ecf94,1.0558600585135924,False,147626.84217649,199837.54627812,2231.33377747,0.78,0.7499,144444.0,0.9784399494728414,True
171,0x64362046cb1419a89ac39e20eeb64945298ea85d,1.0559253093238437,False,8882.04121559,12024.0666123,134.80633697,0.78,0.7499,1863.197165,0.20977128114758867,False
172,0x14bcd9da052cdc6fe0b9446d5a616d5b7b4d4550,1.0559749787214303,False,3266770.95507035,4422600.49970282,0.0,0.78,0.0,3198915.762079,0.9792286652708138,True
173,0x1e2260d5b45105aa97afb93661ca20c27f17c6fc,1.0563598466135107,False,265585.61920806,359684.59370255,4141.85760948,0.78,0.7499,126927.65,0.47791612504653264,True
174,0x46fc5d06f83e5c6853d6acd6bda4c5e91ea69776,1.0565922582068392,False,674.72742548,774.90410235,22.68626663,0.92,0.9,654.889002,0.9705978699978188,False
175,0x2d8873c5270c64c66e831e1e359f88f9e81a91fd,1.0581060728555303,False,6255894.75071034,8486410.54727134,0.0,0.78,0.73,195342.063008,0.031225279642983033,True
176,0x6e79d331ab2c0eba6c86de97023d61d71392d511,1.0586652969249013,False,241503.51161429,327783.82897914,4301.58173716,0.78,0.7499,238320.878422,0.9868215862741861,True
177,0x51bc0d688f5a46ecb29644329a9726e12233adbf,1.058858132202261,False,11161.50972191,14239.1028153,0.0,0.83,0.0,7478.722188,0.6700457531582217,False
178,0x4ffc5f22770ab6046c8d66dabae3a9cd1e7a03e7,1.0591672449684801,False,5400.92859372,7009.32969459,0.0,0.8161,0.2413,2266.038305,0.41956457406877506,False
179,0xfd6503c417f93f348359f460703d6b53c639c9e4,1.0602173018635104,False,3764.35820009,4338.08445016,139.91780505,0.92,0.9,3650.850323,0.9698466853958568,False
180,0xea7c9b8f4a22009610965dce63562ad7cfc0af94,1.0603675867152367,False,270292.91771521,367448.52340021,5256.7299826,0.78,0.7499,262985.991233,0.9729666372912189,True
181,0xb50bd95baa25187c1025a6551358e409fcc1c556,1.060471253688319,False,85.10749856,108.73982614,0.0,0.83,0.0,48.764452,0.5729748004004783,False
182,0x3a7ea92a243748257436e3ee05735aeeb98e5ed1,1.0606689068868338,False,552.57099198,771.17746058,0.0,0.76,0.69,550.79248,0.9967813873587044,False
183,0xf0e637f09eb032cd56f278bebe0d6dfcea071581,1.060958232255641,False,572667.47340386,778943.93622162,11151.00679424,0.78,0.7495,264906.543639,0.4625835339737918,True
184,0xdc297ee7be40259bbb6d75e16551c0c170fb20d1,1.0619551947994068,False,1367234.28604567,1578197.33975441,53143.31973329,0.92,0.9,1320000.0,0.9654526758670735,True
185,0x6ee43ebbf8cb81805cfdf7b8feed0777726ec55a,1.0625363322537245,False,25549.9353601,34791.98666901,554.49223765,0.7802,0.7503,23764.561174,0.930122164266289,False
186,0xb1f0e758951a02b24d04dd211d0424445ae04c5c,1.0625771920975349,False,85.97578427,116.5754786,0.0,0.7836,0.695,73.0,0.8490762907233204,False
187,0xd566374304963e5374b4182ef9545c327d42deac,1.0626184079109122,False,339509.24694002,392139.97332004,13416.72904801,0.92,0.9,328620.00395,0.9679265201517654,True
188,0xda09dc389d5710579550199a75753d28addb31d1,1.0629414399328203,False,11186.59754658,15159.16714156,0.0,0.7843,0.6022,10931.900224,0.9772319222605924,False
189,0x6db2ad4545fbde93452aa6965e79d04a7427367c,1.0647840408050901,False,1386685.25554796,1892974.78076196,32856.53254543,0.78,0.7499,449940.0,0.3244716118526857,True
190,0xe1b356b76b72d2d05737f51b3366d72ed58e857a,1.0651995972557533,False,63373.60313607,86394.17069984,0.0,0.7813,0.7294,58874.945198,0.9290136947332647,False
191,0x88926e7794d1673d7c0947175ece4431c4195476,1.0652125133137997,False,1255.11912539,1710.88396803,0.0,0.7814,0.7282,90.0,0.07170634099933305,False
192,0x008f1ec607a15dd4748074cccaa88413cb0ec4e1,1.0653931929116394,False,2586.33892422,3532.65113388,43.71984495,0.78,0.7445,2500.0,0.966617320177386,False
193,0x79792c512d1029a640c86f20c9d30ef3643d4d38,1.0659459631562227,False,717167.65272138,981521.298109,6900.60889362,0.7788,0.7377,463193.935946,0.6458656273583369,True
194,0xe3ed1ed99ab330bf3bd8538c6e8d9873b0c68206,1.0675676466641617,False,92781.90204875,126988.40609956,2446.70368531,0.78,0.7499,91066.0,0.9815060694935052,False
195,0x18a3d560ab3b02f764b23b704c5da11bd804bbc4,1.0682371395378547,False,19098.84808275,26156.53694733,222.98576024,0.78,0.7387,1999.4,0.10468694192116487,False
196,0xfbe320200feabc7eb04bf0b998b88e03bba9871e,1.0684262180107307,False,141.57454439,164.41516851,6.39910726,0.92,0.9,138.392628,0.9775247986584744,False
197,0x00d6c72a127c5ba50d81b2b8fb2461263c07698e,1.069044931574274,False,533388.35693837,731046.30323264,13361.17324932,0.78,0.7479,15534.646869,0.029124458130597965,True
198,0x15d8f9be8d397f8a53deacb6099fd154d397cd83,1.0696529833002686,False,58057.35980804,79656.57306831,1589.48210551,0.7796,0.7488,56147.592893,0.9671055156253329,False
199,0x946fd776bde2a6647a5a307835d1a5be543581a6,1.0697033520725423,False,335133.25349248,466904.45625969,0.0,0.7678,0.4098,153209.859903,0.4571610197029816,True
200,0x8cd47f23a616fabf16b7125cdb9c864739f0e4fc,1.0698286235803993,False,108.19355045,125.96625976,5.02492382,0.9188,0.8988,107.794842,0.9963148593576818,False
201,0xdad8974ebf615f9b61028012ffc0b20b1fc8b467,1.0709844643263176,False,6676.28184658,9166.91556045,198.90482375,0.78,0.75,740.39871,0.1108998581866758,False
202,0x66f7b4a1ead392a3146bdac3bd8dbbf9498572b0,1.071453882688347,False,40.52457999,53.39441297,0.0,0.8131,0.252,23.0,0.567556776792642,False
203,0x6103e37796c4fde7217a5c4d61c901d745e22923,1.0719617968309532,False,2415.67171265,2814.68238005,117.54242939,0.92,0.9,2400.0,0.9935124824420749,False
204,0x5fe74e11ab03be48779a323e094a26e3d3ff0b17,1.0730264078920353,False,20042.60648921,27572.11031527,85.03404093,0.78,0.73,16265.385301,0.8115404206412236,False
205,0x90deceec188094f6f6c1ef446d843f70abfc92cb,1.073525907245203,False,132557.30279765,171450.23945521,0.0,0.83,0.0,131598.117759,0.9927639970155835,True
206,0xd2376448ae86bd4b9b518d0978f49dbe76e37940,1.0737321321912163,False,13.10921867,17.16329173,0.0,0.8201,0.1483,12.913233,0.9850497825283434,False
207,0xa6c8e4705d9f6aa0c8deacb47007c24e333566b3,1.074090735685894,False,21052.4678111,28990.0777426,690.09049585,0.78,0.75,6456.57759,0.30668982125676225,False
208,0x5bc23c70843243a84109fea36e5fc4b1da266925,1.0742087013924737,False,66.38844205,91.42954105,2.17457078,0.78,0.7499,42.61475,0.6419001362903651,False
209,0x3157c3102fce39a6953defb443ed02e1f38809e9,1.0753177737025865,False,43.42075835,56.79797253,0.0,0.822,0.1191,30.038356,0.6917971297937959,False
210,0x738726961dabef11514ec9b75e0665ee0050ebc4,1.0758181285410573,False,3671.88316046,4914.50665535,0.0,0.8037,0.3825,55.461699,0.015104429137950012,False
211,0xf2105a2ddea1da65076b582382e0f88ba6d97268,1.0767912174142422,False,92970.49272064,128345.90986686,3276.10508851,0.78,0.7499,80755.219441,0.8686112881390792,False
212,0x51c36fd75773f294f7178d00aadc5b4235e32b03,1.0768252333636927,False,5042.63319619,7144.78245823,0.0,0.76,0.69,4420.418274,0.8766091250380617,False
213,0x3297b54349170973cdef5a8a07b47f2702e11068,1.0771140413011489,False,4850961.19980097,6671842.75133529,0.0,0.7831,0.7027,4770000.0,0.9833102767747778,True
214,0x360b9df71da3b4271c04d61e4c038e3784158ab7,1.0773023611707482,False,118119.94712472,155493.06223426,0.0,0.8183,0.1744,104645.88288,0.8859289681996466,True
215,0x6c7ec3ab682c6dda1b41d0d7cb9fb6e913696155,1.077834664222456,False,20430.81585812,26531.37536172,0.0,0.83,0.0,16088.473739,0.7874611494090586,False
216,0xa9f86d9eaf339305cd36e76bc0de7ac5b024f075,1.0779647056006818,False,37507400.86491977,43947450.36,2045304.45908023,0.92,0.9,14487238.9258,0.38625014241788597,True
217,0xdfaacd9329d8d36b50a71939785fd232f81efe68,1.078376900449776,False,9298.61106407,12855.65043571,341.84119766,0.78,0.7499,4600.0,0.4946975379768794,False
218,0xacf9b3e69653f2aafddf7de36d0d285d12042875,1.0786145479150036,False,74545.5798797,102781.77032498,0.0,0.7822,0.7155,72271.916133,0.969499683946799,False
219,0xad3864b39fc5b551769052ebfd0db9414644eda6,1.080265824394313,False,1142083.83927188,1581736.07712623,23655.64957015,0.78,0.737,75831.161766,0.06639719358461908,True
220,0x20c65994ddaa7d3ba2db87cbe33a5d0aade94f38,1.0810788983594175,False,5520.98930238,7652.08301902,217.30775358,0.78,0.7499,4430.191495,0.8024271108604075,False
221,0x840711a8f68f9a6af9308a106cfa63e43cfbb308,1.0814910521227181,False,10710.47845094,12590.52892244,620.99757925,0.92,0.9,10000.0,0.9336651061673491,False
222,0x81544386ea316809f03de8a36db68ec68e92b06f,1.0817951503166998,False,61.42590878,72.22853285,3.57977078,0.92,0.9,59.625057,0.9706825374541899,False
223,0x0b0f4f84b49314bca4755f287964fcccbf689896,1.0819387417061466,False,1490.48811543,1942.91185691,0.0,0.8299,0.0,1478.666723,0.9920687777999561,False
224,0x3aa9add3f321db2a99bf394f75b6def1cd47fc80,1.08227767851223,False,217057.87035677,283032.39521992,0.0,0.83,0.0,197857.93043,0.9115446037722025,True
225,0x6783d71e75738c905b8e26318c4e7f0bbbf1c37f,1.0826435144532118,False,14900.44083517,20681.87901627,610.96842703,0.78,0.75,14358.589931,0.9636352434022588,False
226,0xb2e1decf0a1f3af3ff445b47c2ee5cb723349040,1.0826748965748394,False,3611.51487675,5012.94422521,148.19329215,0.78,0.75,3600.0,0.9968116213990618,False
227,0x1f39339450a69bd6940858d416faa176442dc647,1.0830519568368164,False,166154.43255952,216811.9076153,0.0,0.83,0.0,22000.0,0.1324069401044666,True
228,0x9be9a21eb463618533a41df0b14c088101430bfb,1.0831306246563213,False,30744.85490474,42693.19730505,1275.04307404,0.78,0.75,26695.74,0.8682994303506784,False
229,0xb09daaff1539630a422c676e3456149cceddc09f,1.08323535931006,False,411381.76678507,542655.70666884,0.0,0.8211,0.1321,24316.926959,0.0591103663855491,True
230,0x750c9e8fc4a19e61bec9bc6a0acb46530aa86330,1.083677215739477,False,11607.12006078,16350.38340713,0.0,0.7693,0.5983,505.0,0.0435077777567215,False
231,0xba6bb9a60dea5c7308a81d350c1ee600052e4d01,1.0840297029411252,False,7163.31893813,9955.44931947,302.27250654,0.78,0.7499,1000.0,0.1396000944027563,False
232,0x8f08ee5e3e44bdc28127e050fcb13f5e4671433d,1.0848402169256444,False,2293.90750978,3144.5783747,0.0,0.7913,0.3541,1670.692889,0.728317459129043,False
233,0x94d42a3ec4f995bf47caee02188e425106105386,1.0848815347759941,False,10185.6478433,13591.22057147,0.0,0.813,0.2512,9426.833253,0.9255015879231346,False
234,0x9331ecae0d0d4c081683641007870e78c73acf6e,1.0851145770348583,False,202481.11587939,266068.21310864,0.0,0.8257,0.0,63917.601623,0.3156719151087314,True
235,0xba43a57444101f46d1300a286eea4499e1f3c455,1.085261804209247,False,1.09219959,1.27454032,0.0676321,0.93,0.91,1.067666,0.977537448077599,False
236,0xd7bc53a6cbe13a317cc48bddcfe00b4664dec508,1.0856227726913672,False,2722.16979927,3788.78144259,119.03740452,0.78,0.7499,2595.322031,0.9534019632779643,False
237,0x5924d5daf81b941a7153dd98d0ccd80e4de0906a,1.0862055160883828,False,15344.18491143,21367.86960343,681.71729114,0.78,0.75,2763.7,0.18011383569428302,False
238,0x3844b52b0056a9804ec934587a867372d6f341c6,1.0864194788219104,False,16704.82815773,22304.63125456,0.0,0.8136,0.2427,6621.229428,0.39636621014482504,False
239,0xaaefc37b2e620269c3af5dc34b77c5d2d8622a23,1.0869900199238447,False,11256.12562588,15105.30397326,601.53799312,0.81,0.785,2573.74317,0.22865266927036323,False
240,0x4ce6e20d454916bbf67d3c0ade5e2676ea636cad,1.0883059985100663,False,195257.58862866,230978.26625998,12622.85100532,0.92,0.9,188759.578977,0.9667208342718095,True
241,0x4dd44a2e1a2cbbd47c6a940e63927fd46d04c829,1.0889242428838937,False,2.67627149,3.16767055,0.174632,0.92,0.9,2.659437,0.9937097226260854,False
242,0x5fa7f6941a95b67cf060832f72936243b06901a8,1.0894696599496971,False,1115.77149352,1599.47261793,0.0,0.76,0.69,915.972654,0.8209321167637282,False
243,0x11d0d07ab3548c579c2675cecaa0d99cf8898484,1.0896030339944607,False,22965.65418546,30148.73069656,0.0,0.83,0.0,9810.905659,0.42719905036328004,False
244,0xa75e440585e6328ec837a584ef34edb20caba821,1.0905433451853563,False,17074.3971231,23491.29740844,0.0,0.7926,0.5591,15600.0,0.9136486569645681,False
245,0x32ac4e4face05b19b2f948579b831a9282225021,1.0915216305556685,False,39257.80225894,53664.16043664,0.0,0.7984,0.4599,500.0,0.012736321730443718,False
246,0x0f7707db61e6add7c377757c0aa8068a58e389cc,1.092057277675353,False,40097.04503445,52756.95161825,0.0,0.83,0.0,40000.0,0.9975797459796196,False
247,0xce0b1d1217bdfe331f67587a56fc44833a940f1c,1.092462081432247,False,84342.97271292,117752.06211726,0.0,0.7825,0.7124,47052.75151,0.5578739994161039,False
248,0x3b0c1d7a568e09e429e35ea69fa11c4d255ae698,1.0934313592983236,False,165.29860568,231.72138346,8.49243191,0.78,0.75,164.164139,0.993136864794878,False
249,0xac57a51bca03d7e9b92644906b7156f39231e9dc,1.0936516259974927,False,369259.83033481,517745.65879644,19049.41376252,0.78,0.75,356827.93323,0.9663329285139466,True
250,0xeb2b79e60293a213192ece46706360c7476bab17,1.0942382881418282,False,461741.86413053,647763.62432001,24080.85410947,0.78,0.75,446166.635348,0.966268536616539,True
251,0x68465085891466fae2aacbf1e98c0f38d9b0ea7c,1.0943533636380685,False,39354.11477965,55470.31749125,1549.69733839,0.7764,0.7374,35032.828383,0.8901948012083215,False
252,0x89877f76d044bf065f7fc90e99b3c0d6c3d1c4e7,1.0950271621503544,False,58242.08632225,81770.37182089,3061.16143187,0.7799,0.7497,56286.950908,0.9664308829283287,False
253,0x60f94ba25dec5a0ec8264f7f54f58df670e84c4b,1.0952797783273167,False,207032.54467514,290716.10210042,11004.53190017,0.78,0.75,105000.0,0.5071666397413902,True
254,0xba1bf416a4397e965fc236dedfe29eb1302dc327,1.0958364685905229,False,727.44163522,1057.29291468,0.0,0.7539,0.0,720.0,0.9897701274443146,False
255,0xa67f5996ec134f34dd07387a39315466496cf69b,1.0963131190575863,False,6857.65074075,9638.63137564,178.55016346,0.78,0.73,1121.633192,0.16355939291789165,False
256,0x9525cd0a401e72b9b2a21e9865c585858240be96,1.0968682314490619,False,55.33637623,77.60512639,0.39186503,0.7821,0.7181,50.115548,0.9056528709379132,False
257,0x067899b924e8a9275670baee33965d4756a87902,1.0977968377896938,False,17145.94585868,23490.79264769,0.0,0.8012,0.4307,8879.999784,0.5179066735186598,False
258,0xb502bcf27d3ad34ae6a26156612fbba3245f0923,1.0981446337747705,False,31723.7335877,43513.05767974,1024.19362207,0.8006,0.7526,31300.0,0.9866430101447993,False
259,0xb08f3d0a48eeb60531a2fd8373ce1647a815a9ed,1.0993391849848886,False,2570.76336789,3623.25757134,146.67981061,0.78,0.75,2508.159991,0.9756479426803942,False
260,0x9c2c18ce51e2949f4585e0f4faacf1e74a2f27c2,1.0996187820277386,False,7.34545694,10.35538771,0.42108384,0.78,0.75,7.0,0.9529699863709228,False
261,0xad8b4d3368af56dd59e5d4a64cb3060ad975e56b,1.1002828202996084,False,713263.3654563,1006142.85551259,41243.16189259,0.78,0.7499,183576.566204,0.25737557134531863,True
262,0x843c0486030646cb1e95fff8a3d3208ed1d33917,1.1007873160102368,False,257744.9699393,361461.12713204,9374.80301127,0.7849,0.739,60523.973147,0.23482116124808813,True
263,0xebea17be7772356196719728db289c5705544a0e,1.100877585952698,False,32088.53599926,45289.16672772,1878.33904653,0.78,0.75,31015.306651,0.9665541192566482,False
264,0xd06a4016dac6df4d2aa0ef29fcf8028b99c34b1d,1.1013290194553171,False,12036.11757947,15970.75370102,0.0,0.83,0.0,11854.914706,0.9849450728381819,False
265,0xb0105f6582ec7a07c419990b1b38474a08f3f912,1.1019163917594328,False,3867.42031295,5463.55620085,120.97571367,0.78,0.73,3799.678344,0.9824839393010459,False
266,0x87b1bb3befa6522104653919812eadceb8a60cf5,1.1024478892287197,False,1462.07278655,2120.86718083,1.32556822,0.76,0.69,1450.0,0.9917426911566505,False
267,0xdcd4ea21bb684d2283c177595fceca61167a357f,1.1026417909222892,False,390.36419491,573.90916665,0.0,0.75,0.0,382.029695,0.9786494252836854,False
268,0x4c0c5e34847375d0e1b1bc52c56ffc5c1e540164,1.1030538672227057,False,10410.94738953,14722.86638394,631.20239842,0.78,0.75,4000.0,0.38421095125528043,False
269,0x60989a4d5b233732c03a2457032dbb5fe408609d,1.1031450569505068,False,50993.42678922,74017.29828881,78.50903005,0.76,0.69,48001.094406,0.9413192528600062,False
270,0xd497ed50be7a80788898956f9a2677eda71d027e,1.103326212091231,False,14525.88549139,20541.11302826,808.0553842,0.7802,0.7465,14380.960583,0.9900229897532993,False
271,0xc3a2976c77dbd467bfae280d22a422c35016414c,1.1037508430017176,False,4659.82093284,6593.95036264,285.64183914,0.78,0.75,1000.0,0.21460052100983515,False
272,0x581fa5d10c4bb7c772326e3a61888711fb14c187,1.103959607854574,False,1629.53488471,2306.33422091,54.08909655,0.78,0.73,112.649949,0.06913012421949331,False
273,0x56c2f4b2623abe84945353af7f220397ff2cf7a1,1.1048957498205467,False,16154.46325641,25139.43351076,437.56286069,0.71,0.66,14704.207838,0.9102257131424936,False
274,0x6b4d341d71a5baad2edc58a0646f2aeabd7e233a,1.1056071927321363,False,548125.23919983,776937.44484303,34500.15068795,0.7799,0.7499,529080.345714,0.9652544854281254,True
275,0x9c6f4e1b6fae4994b3d6eb94e1f8a3843769715b,1.1070077396956874,False,2265.66557496,3215.52477826,145.97800873,0.78,0.75,2255.285965,0.9954187369598079,False
276,0xd80946b378c491f8a503f9810c1a939b43573c92,1.1072371776949719,False,544861.23854806,773449.51282736,35225.89607246,0.78,0.75,540000.0,0.9910780246342829,True
277,0x0fcd93be9734ffce335a6231364e79ee4242334f,1.1073383445759277,False,21323.3603087,30262.35120158,1237.22251207,0.7802,0.7455,6499.765227,0.3048189934842528,False
278,0x05f56ae511d49a2c3d23aa0f00baa6849e2aa5fa,1.1075235586809744,False,6.18485921,8.45663862,0.4536021,0.81,0.785,6.157802,0.9956252504573989,False
279,0xd13995d324fd4896884f54d86d47df346ed1d31f,1.1075594186749798,False,2724.92027515,3869.24502036,134.45179489,0.78,0.739,2660.906759,0.9765081141148335,False
280,0xc1ff21c2d956ec543732460b86d9b5b3d0c15256,1.1076484766627683,False,25762.99329405,31017.76117003,2152.99175897,0.92,0.9,24981.695813,0.9696736527416462,False
281,0xc02665f7d96d9c7db5c7cb3141dab9cb7837c51b,1.1078955660573948,False,1731963.15006805,2395599.03524261,0.0,0.8009,0.4352,850542.957758,0.49108605903340474,True
282,0x42c056dd319925d0bce77911560fb79cde75a5c3,1.1080013770664048,False,90462.09691959,125461.43661451,0.0,0.7989,0.4539,20014.535881,0.2212477552757873,False
283,0xe17faf479f377f4f36ad233ee947194cdc1eabfd,1.10814557307564,False,3966.02189479,5634.52513517,196.20182256,0.78,0.7387,3167.060494,0.7985484140065987,False
284,0x7d1b83338a5af6f7689bb585d900b6debe071cc5,1.1085139265743178,False,683311.26943534,912602.47994488,0.0,0.83,0.0,394369.118064,0.5771441738256274,True
285,0xe4d85925f3fb0e4a70606f00bcb9bc5e25f0b083,1.1085381081614507,False,178019.80461512,253002.22746579,11731.86598422,0.78,0.75,150697.142458,0.8465189745815541,True
286,0x5c40c1213840c223f5e3650d354711e557a684a9,1.1087786066265892,False,245090.77820478,346121.01893168,10831.1031933,0.7851,0.7394,152106.567451,0.620613180818704,True
287,0xffd5c4d3338720ba9b7ccd776ecc24901843a3de,1.1090223443342675,False,1706.07484267,2425.73733542,113.22815889,0.78,0.75,1000.0,0.5861407571282184,False
288,0x5e6460ade7e94f6e83def3753bd70b1cf2588590,1.1090249830879755,False,6017.13263016,8039.94025711,0.0,0.83,0.0,5883.997079,0.9778739211277017,False
289,0x4fae5c4b991ea820e52017b6313b77c706ad9038,1.109532709874575,False,152.01357815,224.88538307,0.0,0.75,0.0,69.0,0.45390682095459906,False
290,0xf083bb724db72f34487f8f6323c08d1a9f8a64d3,1.109696532442697,False,0.71012006,1.01027919,0.04758933,0.78,0.75,0.7,0.9857488042233308,False
291,0x1a6c6816360c1e6d1483ec352a0a8b56c43cced8,1.1114485168924755,False,30237.30069364,43086.15767385,2073.00894598,0.78,0.7499,14887.051341,0.4923406190199804,False
292,0x7221b104fba7701084759fd25faca19ac6300855,1.1118225481884354,False,163352.37728112,232790.86618506,11240.77235767,0.7801,0.75,147496.147779,0.9029323615239934,True
293,0xa9255db649b2f912b8aef7070e5da16caf607ccb,1.111955381966423,False,5824.96567831,8336.5887851,350.77929369,0.7769,0.7408,5770.0,0.9905637764502765,False
294,0x5e76ec0e98482cf8e4329ca30568225fb41822d8,1.1119948729934683,False,19777.61550639,28195.65005531,1369.12203509,0.78,0.75,19115.651271,0.9665296235951131,False
