rank_by_lowest_hf,address,hf,is_hf_below_1,total_debt_usd,collateral_usd,available_borrows_usd,liquidation_threshold,ltv,usdc_debt_events_usd,usdc_debt_share_of_total_debt,is_material_debt_ge_100k
7130,0x3b5cfcdf2eec1838890b734958e3f695e857b420,2.722212100679254,False,101.16041408,331.78325701,0.0,0.83,0.0,100.0,0.9885289706398166,False
7131,0x48de38064f5bbd4ff4cf25f62c7a841852ff5684,2.723276856257719,False,2846.60380196,9630.44401717,0.0,0.8049,0.234,2800.0,0.9836282794507928,False
7132,0x12900ff4cff9b4aaa858977013d367375a919c3b,2.7236802775263396,False,550.45561779,1922.13475619,852.70275422,0.78,0.73,514.104064,0.9339609723015522,False
7133,0xb973a15bacb938d64850fa1fdc4876a1954fd658,2.723719511860603,False,30.10874862,105.1381873,48.17714564,0.78,0.7446,30.0,0.9963881388305935,False
7134,0xe8105b26ebcdaa43887972b254bc6c42142ad0c7,2.7257107916098153,False,42087.24796541,141626.74810923,69089.74930033,0.81,0.785,41450.0,0.9848588825305533,False
7135,0x1d3d1fdbab7a843b5fd32623dbbc76c2640273a0,2.7258219629861835,False,1995.45982133,6973.42077851,3095.13734698,0.78,0.73,1800.0,0.9020477289291029,False
7136,0xa68658704ae5f37284e93ac91a7fecb1c858dbed,2.7263388495213645,False,2201805.70703237,7299685.33030125,0.0,0.8223,0.3004,2000000.0,0.9083453610880285,True
7137,0x20b312ef4edd6cfec25f2cd14c2678a6e5f9c542,2.726558022395519,False,20168.50593398,66253.73693256,0.0,0.83,0.0,4500.0,0.22312014656565995,False
7138,0x88358d9cf5e40b232c54c60a1e579c0f5a37243b,2.7267939571727458,False,697.5198235,2377.49104966,1145.03573998,0.8,0.775,9.01,0.012917195607129579,False
7139,0x1796619a15cf8168fd47df20baf02c7d4936e0d0,2.7269805716041504,False,20.0661909,70.15399068,32.54930211,0.78,0.75,20.0,0.9967013719579435,False
7140,0xb8928512d7a656f14a367eef8ded8137e23fb326,2.727484908436181,False,110.36912377,416.41206675,167.66921319,0.7229,0.6677,110.0,0.996655552228817,False
7141,0xa221674edb403a8f714f66af74a2332c3cb5c0c3,2.727768019771333,False,89239.62945674,312083.34272864,138581.21073516,0.78,0.73,85683.25837,0.96014807425367,False
7142,0xffa36c83ac07d99e8f0ab65d87538c34c75b2320,2.7285890014090834,False,84.44948476,295.42042986,131.20742903,0.78,0.73,83.0,0.9828360733742859,False
7143,0xba6440ea41985ad74fab75785b0ed8c66ac21c91,2.7288637578144406,False,327772.99909239,1122906.48187685,206169.03304005,0.7965,0.4755,322944.118147,0.9852676060604098,True
7144,0xff5baf06e7828576b106734ce1308b5292e37faa,2.7290135776232143,False,952343.26309793,3131274.33199066,0.0,0.83,0.0,900000.0,0.9450373986710845,True
7145,0x151ecb51435c0d0f713de45530cc47e3ac3935ba,2.729326647578663,False,30062.00634076,105191.07049425,46727.47512004,0.78,0.73,30000.0,0.997937385147979,False
7146,0x6a81b311931f6b06e6b0ddc5a42061fe634e432c,2.7293793914235613,False,201.47130115,662.52002087,0.0,0.83,0.0,200.0,0.9926972172135595,False
7147,0xf7d48932f456e98d2ff824e38830e8f59de13f4a,2.729481224322277,False,7.26901484,23.90438497,0.0,0.83,0.0,7.0,0.9629915681944048,False
7148,0xeca946ec66b646d9fdaed4c790d4cc51871f2626,2.730388432828057,False,34420.07761181,120487.4125235,53535.73353034,0.78,0.73,33289.999472,0.9671680536994999,False
7149,0xe69e7a257eb806f7e008276395160dff6b6afb84,2.7307095504567216,False,2150882.40568749,7076427.86400019,0.0,0.83,0.0,2070000.0,0.9623957100241204,True
7150,0x8ce69a0fb46503194380a1a30b90c87ced9074ed,2.731419140903687,False,55.79934529,304.82279955,0.0,0.5,0.0,50.885878,0.9119439974705122,False
7151,0x66f8c9d33467e84cead630b65dc4785f7bee2002,2.731791709708573,False,681.5833231,2353.79747884,657.25668286,0.791,0.5688,240.0,0.3521212915075797,False
7152,0x4abe074acde6ecf8b4938bc22e8db3df78359557,2.7319296711639205,False,104264.12527367,359073.5741508,146153.78533909,0.7932,0.6974,98000.0,0.9399206078099436,True
7153,0x931d7f6431e0b5b2c5bbf3414af3e70312d10e5d,2.732463547654766,False,18738.04243494,61687.97338299,0.0,0.83,0.0,17981.468282,0.9596236290121082,False
7154,0x58ddc3160b52b774bdc7ced7969881326ed080bd,2.7329516603677577,False,1006.39010587,3395.57470471,1659.13603732,0.81,0.785,1000.0,0.9936504683097258,False
7155,0x1a86573c2645c8c0caef5ccae93a26ca51c36276,2.733587851410385,False,50339.96771698,165793.64360425,0.0,0.83,0.0,48984.664059,0.973076985952797,False
7156,0xc5059eb608e97296c45d0a9a12d82580f0b80efd,2.7336031187724417,False,4363.69398904,15108.78110686,3690.79721902,0.7895,0.5331,4215.61,0.9660645339907122,False
7157,0x4c7a6eec01c6831ad9abaaf8506fde88e2807c8b,2.733964604036158,False,1983.2849167,6951.57789997,3091.36695027,0.78,0.73,1955.0,0.9857383493103636,False
7158,0x37b922c5e8101145755c5bbe1d7a87e1cb45d4fc,2.7343756469472877,False,2007.97772655,6615.13903023,0.0,0.83,0.0,2000.0,0.9960269845404576,False
7159,0x4929e86635a6735b559ecb51981f0dc4ab4bf64f,2.7349338640710705,False,206363.63967613,714418.86894077,329450.51202944,0.79,0.75,193952.953377,0.9398601114100938,True
7160,0x37c15e60c5202eae1c75db6b4b8ed39c6f0e5c5a,2.7350309613641883,False,16640.09217475,55784.69837204,26983.54195218,0.8158,0.782,14729.074497,0.8851558237970691,False
7161,0xbcc3bd19d847994f904a2a17b6ba89bca83e94c7,2.7358063785335927,False,77065.20944122,263419.42636743,36837.35052005,0.8003,0.4324,73320.888234,0.9514135985048363,False
7162,0xddf8c99f30d103ce72c060ba31324b107e1fa6a5,2.7365378936053038,False,20084.50191673,70464.103294,31354.29348789,0.78,0.73,20000.0,0.9957926804916375,False
7163,0x4668243d0c2a8d677ef475e0f42d613b648242bb,2.737438390455639,False,9048.09610482,31838.18970849,13655.7169763,0.7779,0.7131,7932.302804,0.8766819795132804,False
7164,0x686d3a477319f9bbfb2dce25e25b7c2a1257599d,2.7377058180445144,False,4014.75091506,13814.26503726,2914.48442762,0.7956,0.5016,4000.0,0.9963258206120169,False
7165,0xd4e8f976031dc32206167665de5d0227d8c55f11,2.7378230376545862,False,47078.25332056,155291.47772719,0.0,0.83,0.0,5650.0,0.12001294868627876,False
7166,0xc632731a3b43d0ede1b9219eab507c7065920c62,2.7379974587812392,False,9810.26794228,32435.54078327,0.0,0.8281,0.0,9531.585129,0.9715927419190111,False
7167,0x64cdec1876fbea25a224c7698a0da091dc52fb5f,2.739006376223707,False,23725.27043581,78293.57470038,0.0,0.83,0.0,23634.547783,0.996176117230973,False
7168,0xa6e02e983c6014222c9f7f7b4a616cedda37d288,2.739525069567322,False,6462.00777616,22556.50772446,8416.26471889,0.7848,0.6596,6000.0,0.9285039894466756,False
7169,0xbc65f2673bfaacd5494bf4d0e5b3aaabff435043,2.7396441982844983,False,35199.7210411,131976.30937515,0.0,0.7306,0.2158,30636.425037,0.8703598815805447,False
7170,0x4418d4e08ec1c66439ca79a12fa5cbf2fec7880e,2.7397713397509116,False,7281.83525355,24036.82352827,0.0,0.83,0.0,7000.0,0.9612961233347594,False
7171,0x8a4d14acd2b1c471b29645c34dee9783702dd03f,2.740335215836911,False,3512.70379034,12339.44640045,5476.58291238,0.78,0.7285,3500.0,0.9963834723625329,False
7172,0x973dd5eea5cb82dcd4e0557ddebe4c3c31ee4cc1,2.740583146156282,False,121.50657573,401.20346216,0.0,0.83,0.0,120.0,0.9876008708092658,False
7173,0xe47a99bfc5aacaf7ca51bbc099c5584b6aae6137,2.7409400613185007,False,10685.69180702,37546.6591378,16685.82270443,0.78,0.729,1100.0,0.10294139302027701,False
7174,0x623fa8e1da6fe364a1871b245fdda57eda4e2e43,2.742043908555121,False,5039.89837128,17227.69086384,1957.98965761,0.8021,0.4062,5000.0,0.9920834968603014,False
7175,0x95d2ba09182101f577fb21d080fd9bc0d916011c,2.7423698239230077,False,96092.93262059,318123.51960588,0.0,0.8283,0.0641,87421.402805,0.9097589221277244,False
7176,0x98bf16ab92a63f6398d5c81c9c6afa543e0d0001,2.743312502495335,False,341.57285626,1128.96516517,0.0,0.83,0.0,339.0,0.9924676208520458,False
7177,0x31db80cc111e3324c62e06748b8d576fe21c3702,2.7433390642554465,False,1023.14761057,3598.51385576,1615.64259985,0.78,0.7333,916.138202,0.8954115638208013,False
7178,0xc31ee5342b71adcd3932bf571eeffc07584d0d1d,2.744267509912068,False,833.13889888,2763.70978211,0.0,0.8272,0.0397,801.572731,0.96211175840855,False
7179,0x5091c7f207b5c33649e1fa900a588317d796487f,2.7443206154592312,False,139.8066023,490.37259839,210.17232117,0.7824,0.7137,119.909064,0.8576781212570816,False
7180,0x0f8d6ba4d109d9758fa6f51e3ea5f5f4091d701a,2.7444934916223227,False,11259.64220099,37231.34305857,0.0,0.83,0.0,10700.0,0.9502966265712428,False
7181,0x46b2c52e5978f7bb021d3917e2fce01f66f9fb88,2.74502519333356,False,9138.89684363,30224.70129523,0.0,0.83,0.0,9063.0,0.9916951854333599,False
7182,0x1babcb61945654737f5d49aae22a356cbd1e9bee,2.7466645035877355,False,74022.89558917,244959.10815368,0.0,0.83,0.0,64901.370758,0.8767742769508122,False
7183,0x4861c29492ba211bc6d112ef7835644fd72f92e3,2.7481139969557016,False,9954.16258142,32958.0403831,0.0,0.83,0.0,8710.0,0.8750108237389754,False
7184,0xec8e7af042e9cb2059b061735bc03617ff19e89f,2.750276202955477,False,29.8409153,98.8804328,0.0,0.83,0.0,25.0,0.8377759109821943,False
7185,0xf84d33d004eeefbeaee641c9d82417ad0b100b1b,2.7502782749663948,False,1878.78443208,7277.71831957,0.0,0.71,0.0,1861.642615,0.9908761128805914,False
7186,0x1e2874143d9264ae9fe5eb4221804e93d3da3c2e,2.7505789160952294,False,26.09596818,92.02438445,41.08183246,0.78,0.73,25.0,0.9580023943760035,False
7187,0xb16f84327a3142eb4f3f89338c61b15f8aa6b26f,2.7506264549737223,False,14642.69533323,48526.00621169,0.0,0.83,0.0,14524.73154,0.9919438470482758,False
7188,0x7a8f469933eaaab6f204fa895ef97addbd3d9c71,2.7510491865608273,False,8780.71693821,30061.6116226,2823.06514811,0.8035,0.386,8700.0,0.990807477478433,False
7189,0x814ab47fb173c63c8b58ebeffd5a6fc26440eb5d,2.751740611419451,False,48950.6402646,168187.44148079,22596.29734132,0.8008,0.4254,44375.2,0.9065295113635345,False
7190,0x9c54c4a708e804b861d1cae9d33829bec5eab8a5,2.752311991393127,False,230697.03955331,795859.04027484,377020.92360055,0.7978,0.7636,222903.621695,0.9662179546239514,True
7191,0x6d1dc634d20268649e1eb6b207960fbc76e57dd7,2.753323481439688,False,76413.11355448,259740.76523391,127483.38715413,0.81,0.785,75475.680249,0.9877320362713443,False
7192,0x704abca91d5b6c89810404f3dd0e9690f2da5a95,2.753410094988783,False,3043.66096585,10422.75382324,904.47818239,0.804,0.3788,1377.0,0.45241569788816693,False
7193,0xe3ae5716d7abd235eb7de422a819561ba31285fc,2.7535324161372796,False,2417.08108617,8220.37436682,0.0,0.8096,0.0,2280.0,0.9432865173806756,False
7194,0xde854dfe2485dee821428733e7952b508e95cc7f,2.753909902100836,False,0.01878157,0.06631122,0.02962562,0.78,0.73,0.016324,0.8691499166470109,False
7195,0xd58e43eeb57ff2f47735973d1078383dc421a6e4,2.7539101322070274,False,0.39726557,1.40260728,0.65468989,0.78,0.75,0.001417,0.003566883483006091,False
7196,0x2e61dc2ef0b62c15e514f039fa846a9d55b07b52,2.7545973899754896,False,100.17424777,367.9196286,157.36949225,0.75,0.7,95.540708,0.95374520025707,False
7197,0xf5fac3a24e584b28c932b6373d7ee32bee7f97c8,2.7546068116932085,False,401.38814157,1365.02038136,670.15285779,0.81,0.785,399.566874,0.9954625775368543,False
7198,0xaf2d88c79633e65f01ca312412a4aacaa60d67e8,2.755399964756535,False,1602.91298802,5321.28480807,0.0,0.83,0.0,1400.0,0.8734098547229013,False
7199,0x488dd475bf9cafc92a9bfdb28169407596ec4c4d,2.7561852592799787,False,18639.90175888,61897.6174244,0.0,0.83,0.0,18000.0,0.9656703255651466,False
7200,0x5f3ebb5c013db381f928c0324039f1dcbbe7ca4f,2.756373777236322,False,32788.54959677,115692.98651118,49665.84188974,0.7811,0.7127,31751.202156,0.9683625090610233,False
7201,0xcfd06eccbd5fd72f2f7ac3ec897dfa38683dd573,2.75652835178997,False,0.52957644,1.75878611,0.0,0.83,0.0,0.5,0.9441507632023811,False
7202,0x6218247035bda4e4bfeeb1899c32cc29cdc426e6,2.7577009383380484,False,12342.01672656,41006.73627448,0.0,0.83,0.0,8999.996348,0.72921602258341,False
7203,0xf64e354c33a02184eb3c6345c87ed32d3bc7c547,2.7578426166955556,False,1167.59064215,4506.51828527,0.0,0.7145,0.0624,1100.0,0.9421110107344313,False
7204,0x645580ccc25dbe305d9c981254cac2c815af4226,2.7594230995846067,False,30813.15742315,105693.40077831,51078.08949988,0.8044,0.7748,30000.0,0.9736100584570708,False
7205,0xe4618281dd7ff257fc0d5e630f96f03904fdf81c,2.760563988741538,False,263.78187638,877.33343231,0.0,0.83,0.0,260.0,0.9856628649704807,False
7206,0xd55fa8efce8d5614ea62eeee32e6060a1f845320,2.76315313255302,False,2994.43074753,9968.75987982,0.0,0.83,0.0,2641.34147,0.8820846740832957,False
7207,0xa76bce6b2f1093688ac74333cd2041aaf8220efb,2.763367393701488,False,3418.61036374,11777.39852132,1374.79083443,0.8021,0.407,1100.0,0.3217681698000199,False
7208,0x0710630ef4d07ac55b13dbd5c55e073d59fd31e9,2.7641830775038114,False,691.14287406,2449.2890213,1096.83811148,0.78,0.73,664.979292,0.9621444667347772,False
7209,0x6b8dda21a96b505e1420caae7aeede59c09d415f,2.7655241736848626,False,1007.88646513,3573.50562006,1672.24274991,0.78,0.75,1000.0,0.9921752445311558,False
7210,0x5c93b495eebcf54d024401c70e6a3c72af93ca04,2.7658940163149146,False,10512.751524,35686.38122545,0.0,0.8147,0.2382,5732.969532,0.5453348268445197,False
7211,0x101cfb652753be079457c309247e62fbbd890b68,2.7674726581414024,False,766.04618521,2587.85160889,0.0,0.8192,0.1617,280.0,0.36551320978544166,False
7212,0x59d440880bafa0ab54af4e581bbd5f57ef8225a8,2.7685517271002076,False,2664.63700443,9022.2272793,0.0,0.8176,0.2312,2457.401362,0.9222274395778983,False
7213,0xde7e8fb53e3eba9d49cb0bfbb9a93ac63aed07be,2.768653600009429,False,75223.77244852,266464.6746683,113060.1666721,0.7815,0.7066,72766.396973,0.9673324615938169,False
7214,0x437a149b92681400059f58a9006410da9ec81232,2.7688415805171895,False,1064.23374347,3619.98024444,0.0,0.814,0.2334,957.0,0.8992385421642827,False
7215,0x6412c03a7e0be2d0abf824ddbfc7713308fa5e13,2.7693074665293396,False,35549.02622919,118609.85995704,0.0,0.83,0.0,33226.738989,0.9346736750194545,False
7216,0x64edb7cbff81023e9ec1ea49ed074e66996ee9b2,2.7693409685483017,False,1135.12100564,4030.17577587,1806.90731074,0.78,0.73,1123.326209,0.9896092164787754,False
7217,0xd2596a7a3cd135e6ca928ca480d1737353f5335f,2.7695370694937003,False,9442.03558421,31603.63547099,0.0,0.8274,0.0384,810.322524,0.08582074456011472,False
7218,0x7c4128e6da81468450b17ce4b06223bd3a100a2c,2.770945519063418,False,970.93034717,3782.68871599,0.0,0.7112,0.017,666.844796,0.6868101279805217,False
7219,0xa352f7ccb0c17f13125e8b607a3fd696fa9c457c,2.771805536208556,False,31364.29734034,106624.96051724,0.0,0.8153,0.2198,31000.0,0.9883849672643089,False
7220,0xa0b26a453763cf34b41c922b0b795fba04822c17,2.7726509633776404,False,2259829.300374,7845339.51577515,3735579.15758136,0.7986,0.7642,1881250.0,0.8324743818874526,True
7221,0x1474c35a016eda0ba6aca9115bf2be6112d63d40,2.7737890514003944,False,51023.59419724,181447.03454795,81432.74102276,0.78,0.73,50000.0,0.9799388064807208,False
7222,0x5ab6811ae08f7c9a039a9ed93c0f2b86328bbb61,2.7758566553004504,False,31756.21794373,106205.67340515,0.0,0.83,0.0,27078.338713,0.8526940695828796,False
7223,0x030c4da3889f135ae46febd29ce05053d58669bd,2.7762240331682704,False,9368094.3211837,33343498.20443254,14972659.36805205,0.78,0.73,1833737.884783,0.19574289304884998,True
7224,0x3771d55f6669941f0d459d5d97ce169eef2fd219,2.7763080492868153,False,10911.80144129,36499.42430563,0.0,0.83,0.0,10000.0,0.9164389632458153,False
7225,0x0cd08a4660666e47861292eca2e7718d9d63e921,2.776735015983474,False,27499.39615623,97895.55926334,43964.362106,0.78,0.73,26822.209143,0.9753744769745941,False
7226,0x673014fc5ac74941b23db7eb1c31d7326f0332d9,2.7768967792307078,False,2932.28318647,10301.31505559,4784.43192167,0.7904,0.7491,2845.02278,0.9702414804707018,False
7227,0x63a44337a04d7624b4af99f3797ce0aae2c3ddad,2.7775697685061127,False,1418.02101424,4745.36421718,0.0,0.83,0.0,1410.0,0.9943435152515712,False
7228,0x40db66bbb62da0b7d49bb9a5d6572b6e85fde08e,2.7781643491505674,False,4598.88542721,15393.32474663,0.0,0.83,0.0,4575.873185,0.9949961262192261,False
7229,0xe4e9d25d76f1f42824a2001e5fb0aed186499145,2.778446995621735,False,17.29795632,57.90536719,0.0,0.83,0.0,17.0,0.9827750565160405,False
7230,0xab7a65c7bc0805192654dcab5cbb5b33ba0e79e1,2.7789205393172707,False,198657.46047126,665124.45492234,0.0,0.8299,0.0,194509.133155,0.9791181901428758,True
7231,0xdbc60ae662c91e0ae9457c815a71f5055adf4791,2.7792718991606224,False,30189.0404678,103604.94746053,301.89556983,0.8098,0.2943,29591.620332,0.9802106947904747,False
7232,0xbb4567bef67153e5a4d4bd1a8c6aae5234b34e2b,2.779790954947848,False,19497.42566371,66246.75118442,0.0,0.8181,0.1732,4564.459303,0.23410574204653575,False
7233,0xd450a1683b0b982ee8e5bc4c93d12b705f1826ae,2.7806155611780996,False,48350.41021653,170863.71926022,78703.85142536,0.7868,0.7436,22945.673533,0.47457040033872044,False
7234,0x5c9d7ab4ac793d08dbbf36e6351658fc25bf0c2b,2.7817984489765704,False,68.74389127,235.40210515,0.0,0.8123,0.2575,65.0,0.9455385605784895,False
7235,0x45c853c442b777ea47cca1a24b352f4d981f59a9,2.7824668719250583,False,20199.01256626,72055.23501438,32401.30899423,0.78,0.73,20000.0,0.9901474111366995,False
7236,0x3fd98f8408706f85531f354e1ebfde2da0b82dc6,2.782516731097521,False,9142.21523458,30648.63475845,0.0,0.83,0.0,8887.24608,0.9721107906521834,False
7237,0x0680b6596c7410bcead41527bf93dbfa686d72f2,2.7836385175529297,False,518.89990853,1802.17563041,251.71039103,0.8014,0.4276,500.0,0.9635769669269324,False
7238,0xe0f2061ab7e4be410d49f20f2b8b091fa1f08e0e,2.784269047125249,False,10.48446051,35.17055286,0.0,0.83,0.0,10.0,0.9537925189819805,False
7239,0x794a15f93ced01f1b0be5b184344f0b811851bc0,2.78462376169845,False,19040.09444023,67973.71718365,30580.71910383,0.78,0.73,17000.0,0.8928527142218651,False
7240,0xe474f0bc5e0e919b5aa70a8c272195bfd54c2c03,2.7857015312197277,False,50.42635396,169.24430294,0.0,0.83,0.0,24.695273,0.4897294977858042,False
7241,0x57e5e5c1a5b41788a0015fac91d3946190db835e,2.7875753302302573,False,23.81407164,84.0297704,39.20825616,0.79,0.75,14.232909,0.5976680181012506,False
7242,0xd372412a9fb5289c84946219276b621d0d19f1c4,2.787912567158741,False,29409.26829817,98783.69720411,0.0,0.83,0.0,25000.0,0.8500721523070205,False
7243,0x17bbb3678ee19fa6caa309b92bfb1af5e0ff7d8e,2.7879186520224164,False,3011.14702044,10649.07218173,3468.81340214,0.7883,0.6085,3000.0,0.9962980816398759,False
7244,0xf4397e831622b5598baa1aadb3913f8410edf0b5,2.788693916204726,False,4156.75489884,14252.04501481,0.0,0.8133,0.243,3762.389596,0.9051266402668934,False
7245,0xcbba547f6c7dc0d461c148d12505da7e9dec2d6f,2.788756282840305,False,1835.18835276,6166.13620356,0.0,0.83,0.0,1611.749643,0.8782475327810559,False
7246,0xffe592906477f36a07656e09839ccec840aaf340,2.789823942676643,False,5022.18900323,17297.55941464,8556.39513726,0.81,0.785,4339.468012,0.8640590804545766,False
7247,0x0c3ff96f4ca3809c30794f8ae65275fedbd72daa,2.790715515242664,False,11449.21659251,40963.46972063,18454.11630354,0.78,0.73,10620.872755,0.9276506099070659,False
7248,0x209baa8113be4f4fce10748355b1da9f6ba963a7,2.791364850431487,False,56965.62678863,200764.62387411,82043.7987818,0.792,0.6924,25000.0,0.4388611415224497,False
7249,0xf0cc9743c2ac934f50ce0ed0c10cf1f515dda3bd,2.7914051196324565,False,401.93742565,1419.05834226,413.31159197,0.7906,0.5745,120.0,0.2985539348716779,False
7250,0x67e968c696998ebba6f7524d2f01933eaa332839,2.7920205559796396,False,204.27148565,803.28195343,0.0,0.71,0.0,50.0,0.24477229330808464,False
7251,0x862687eafba7a988148ef563f830e8b66fddfd8b,2.7933082888969154,False,3524.22793338,12236.85556463,1035.22445,0.8044,0.3726,555.0,0.15748130100873275,False
7252,0xfda3f18889cced3742f4e32e87d4a39f1e9c46bf,2.793758365307397,False,793.70455978,2671.5888596,0.0,0.83,0.0,705.0,0.8882398259062703,False
7253,0x254e8b009aa65c1b6170986b6722b63143f7f939,2.7940530395999783,False,75433.3441941,267347.18870345,87087.01181872,0.7883,0.6079,14879.935552,0.1972593912012167,False
7254,0xe07c961073a0547c1d4f10d28d9f34109d960fec,2.7941498594663776,False,5649.02147953,19017.12358211,0.0,0.83,0.0,2000.0,0.35404361750920454,False
7255,0x5c80a80f1343a0cb5385ebf3259b897230249b29,2.7948177973399217,False,107.43854421,361.77247648,0.0,0.83,0.0,94.037924,0.8752717629549497,False
7256,0xa27e6cb4f3c25a19c39503d462c6825f4bb7b611,2.7953550807064076,False,5476.06769803,19012.87761688,1431.31074018,0.8051,0.3633,500.0,0.09130639494830817,False
7257,0x15903c6e1eef09dd0a69ca340cf495253ccc8c92,2.795950868017815,False,99678.87843858,345395.5666534,16823.04619361,0.8068,0.3373,94000.0,0.9430282670959305,False
7258,0xf17edf1b2b4f7d8114996d7a75d4595e65d99b66,2.796498160923193,False,4386.26646842,15649.01604357,6161.17034494,0.7838,0.674,1000.0,0.22798432498338736,False
7259,0x3959717eeebef3607bee464aea22af84da15747e,2.796773228189811,False,534.94375222,1821.68509501,0.0,0.8212,0.1272,521.926548,0.9756662188015489,False
7260,0xb0e1a813b9572a04ae5b8702cba6d8b8bf25ee0f,2.7971168072532917,False,151847.97541282,544534.00535203,245661.84849416,0.78,0.73,150000.0,0.987830095147492,True
7261,0x51d4fa7b4fcf97384c3519eae9f01f82d0ad55bc,2.7977649999455574,False,8708.51076523,31236.36746232,14094.03748226,0.78,0.73,8000.0,0.9186415698010236,False
7262,0x2d1737b3b43d32d443369200e78b9c7565671bf3,2.7978576454197412,False,1750.90482573,6280.49032445,2833.85311111,0.78,0.73,1269.363048,0.7249754694523546,False
7263,0x52e31ea3c6367e2f777276cf75d42673b3786034,2.79802144596967,False,5634.64093894,19247.24019396,0.0,0.8191,0.1588,5478.0,0.9722003689964551,False
7264,0xac1bc4d6655184ca57030e5bc5d08f2025753930,2.7983360214068487,False,1141.05857444,4164.44760623,1788.21387178,0.7667,0.7034,1008.5,0.8838284226512595,False
7265,0xa1a66cc5d309f19fb2fda2b7601b223053d0f7f4,2.7984016301627777,False,2507.67214174,8996.76129405,4059.96360291,0.78,0.73,2500.0,0.9969405323717173,False
7266,0x47082d65de51780a9987d1dc393303b4c69fc658,2.7991004475413677,False,10608.76357329,35777.10224802,0.0,0.83,0.0,3000.0,0.28278507474265796,False
7267,0x8f8b519af0d921cefac43f819c04a59fccb7ae65,2.801186311504072,False,11542.88473466,38956.35025783,0.0,0.83,0.0,11500.0,0.996284747214773,False
7268,0xe8e13a3fdddd6ccc1f49ada6d6c122060b4593a0,2.8015596305587214,False,3542.53052962,12723.85964334,5745.88701001,0.78,0.73,3500.0,0.9879943082312512,False
7269,0x059d072e8aa2b97ea62d8aab3151dcc0d3aebe8a,2.8021799439609025,False,61129.85614517,207184.2024934,0.0,0.8267,0.0469,60772.582583,0.9941554980708355,False
7270,0xfcd3aa52a3835260e9ceb0d35003eacd528f3420,2.8022324637333043,False,8131.48021273,27453.3708799,0.0,0.83,0.0,1200.0,0.1475746074031362,False
7271,0x23ed359e0b570b2329ba40a604970729a077123f,2.802431735887143,False,4026.861607,13948.86371276,244.28046184,0.809,0.3062,4000.0,0.9933293940488778,False
7272,0x962368a49f97897b9d0082cb93d6825eda64aa84,2.802455192526077,False,2211.76847238,7652.32350628,3795.30548004,0.81,0.785,2176.841829,0.9842087253633666,False
7273,0xe626aed1646b61767ca482329f7f5a7db7ba8169,2.8030196697774126,False,2273.74967606,7687.19161154,0.0,0.829,0.0,1503.029424,0.6610355747711332,False
7274,0x75df52d139a09bcec980391e716864ffd3454fd5,2.80336010134412,False,1109.19027952,3983.45072817,1769.64956172,0.7805,0.7227,1000.0,0.9015585679607182,False
7275,0xef9d1903a1bb4c9f6c32a06a555c10935ab1a1f3,2.8034380921196753,False,7344.72870741,25356.38918907,0.0,0.812,0.2631,4393.010753,0.5981174973240262,False
7276,0xae63120ca7f6afbf13412b8b7a44e0c4ba07e32e,2.803553866162138,False,2391.24586163,8594.85459015,3882.99798917,0.78,0.73,309.865381,0.12958323774736377,False
7277,0x7056ef68890725e6e2092730ed2e7093b92b8375,2.8042960099767287,False,1542.73623851,5239.61165452,0.0,0.8256,0.0646,1500.0,0.9722984153459211,False
7278,0x4a3b961d92e7bfe3fce96adc9ef93bc8b33b5b6a,2.8046687493972184,False,0.04966557,0.16782587,0.0,0.83,0.0,0.029049,0.5848921093626832,False
7279,0x941b7c5d6727fd6ebb73ac809964a34092c7efca,2.8056195727963136,False,3317.5976922,11933.22694859,5393.65798027,0.78,0.73,3300.0,0.9946956521457155,False
7280,0x074d856d7b7214b9e4d9eeb477216e3740c65d02,2.8062703694500675,False,25805.57673849,87249.91008168,0.0,0.83,0.0,25114.93544,0.9732367423720517,False
7281,0xb8f276c7b3084a4e1669c61f9572d8fa7774bef9,2.806613982224187,False,8993.51369397,30411.23046123,0.0,0.83,0.0,7805.847957,0.8679419660231006,False
7282,0x0f30e0e5e34d432df32e9447f9ffbb1f507f1215,2.8070390585608602,False,6052.46267873,20469.2760719,0.0,0.83,0.0,5140.507841,0.8493249960987189,False
7283,0x172ca866aeb6911befb840a1e90787e83204c0a1,2.8084084811829566,False,2096.159945,7209.1388325,1699.45165031,0.8165,0.5265,2000.0,0.9541256642989617,False
7284,0x23b8cfbcaf35f82d509e3054e08fa3734d85b8e4,2.8088930738294726,False,1298.42937557,4394.15575891,0.0,0.83,0.0,1244.19711,0.9582324101792656,False
7285,0xcffb39005a8dab478ef4188ae1b912f6e28ee3d3,2.8088961052383357,False,29175.16540656,103512.63062161,27912.05038125,0.7916,0.5515,2901.599016,0.09945441527291492,False
7286,0x20d6550de25b4815819e552c06c4f54239bb289b,2.8094184455327023,False,8281.16661708,29827.25928789,13492.73266307,0.78,0.73,6000.0,0.724535597149432,False
7287,0x04c9cc98afca101c7420198eedf98ac32fe57d3a,2.810348049260725,False,2014.54787187,7117.65903495,3382.06120842,0.7954,0.7582,2000.0,0.9927785921232559,False
7288,0x908483225afd362febe58f032e1ccb82002401bc,2.8107314248542647,False,8970.06963141,32679.39723273,3853.32584271,0.7715,0.3924,2968.270333,0.3309082822062128,False
